,robot_yaw,desire_yaw
0,0.0023013035482684074,0.12822887250830733
1,0.01761144002805537,0.20356326595048257
2,0.05085351467922905,0.27609731650927566
3,0.10918389957210195,0.34591687858915526
4,0.19896598658289477,0.41310062996418895
5,0.2806156158605333,0.47772098788592726
6,0.3535627285823857,0.5398449117309665
7,0.41811512313407206,0.5995346079741687
8,0.49366767408834633,0.6568481506801962
9,0.5685354868834409,0.7118400285779916
10,0.6349787791859818,0.7645616280320069
11,0.6977847576457492,0.8150616597800153
12,0.7726661602998526,0.8633865361138571
13,0.8357808908195565,0.909580704191157
14,0.8912521601118435,0.9536869403462938
15,0.9454869906529098,0.9957466095880093
16,0.9909875949671694,1.0357998939048414
17,1.0291434765336263,1.0738859925282307
18,1.0623607556525734,1.1100432969104184
19,1.088071902645666,1.1443095428466517
20,1.1051043749408826,1.176721941897581
21,1.1162762801432038,1.207317294038757
22,1.1265991767853443,1.236132083272034
23,1.137866449419306,1.2632025577719126
24,1.1495139996869348,1.288564796002959
25,1.161444552807957,1.3122547601277526
26,1.1735038519616943,1.33430833792453
27,1.1852565448227068,1.3547613743465077
28,1.196165712750858,1.3736496937781193
29,1.2074120045498589,1.3910091139748215
30,1.2186408917925853,1.4068754526108886
31,1.227297480985385,1.4212845273022296
32,1.2347395659362412,1.4342721499175395
33,1.2442542235952274,1.4458741159401036
34,1.253868301801699,1.4561261895936293
35,1.264016437625358,1.4650640853980443
36,1.2737378041924252,1.4727234467749584
37,1.2838189443953567,1.4791398222771976
38,1.2934649706914279,1.4843486399724015
39,1.3024100463649404,1.4883851804670927
40,1.3132460197893074,1.4912845490149498
41,1.3232060433540553,1.4930816471113226
42,1.327411596093608,1.493811143935463
43,1.3331334909962465,1.4935074479626549
44,1.3388286830180256,1.492204679030558
45,1.3442351501405128,1.4899366411078077
46,1.3496103844291376,1.4867367959783506
47,1.3553782941175427,1.4826382380223047
48,1.361174575616861,1.477673670243387
49,1.3670194945063159,1.4718753816642642
50,1.3728815795334661,1.4652752261845825
51,1.3787670295813683,1.457904602971987
52,1.3846446118161602,1.4497944384341273
53,1.3905162335864745,1.4409751697994693
54,1.3963659208475114,1.431476730316655
55,1.4021331152801793,1.4213285360661032
56,1.4059550525259574,1.4105594743634762
57,1.407129828287971,1.3991978937224343
58,1.4101513943637052,1.3872715953336938
59,1.416637182393785,1.3748078260086587
60,1.4254895132400272,1.3618332725287166
61,1.4341499171300924,1.3483740573355534
62,1.4426896812191323,1.3344557354934201
63,1.4510492008623714,1.3201032928510663
64,1.4595686993721877,1.3053411453289216
65,1.4683037282775118,1.2901931392559305
66,1.4772273462789052,1.2746825526801284
