,robot_yaw,desire_yaw
0,0.5554841756820679,1.0713501977809854
1,0.579788088798523,1.1040518349425321
2,0.6054943799972534,1.1467160008909634
3,0.6311697959899902,1.197990243629085
4,0.6554566025733948,1.2565798517138114
5,0.6791113018989563,1.3212634564220251
6,0.702235758304596,1.3909039435568518
7,0.7305411100387573,1.4644553511253766
8,0.7569702863693237,1.5409664023426486
9,0.7796810269355774,1.6195812803735508
10,0.8062697649002075,1.699538197810259
11,0.8242101669311523,1.780166254784684
12,0.8470074534416199,1.8608810184618239
13,0.8717774152755737,1.9411791961765643
14,0.8980839848518372,2.020632716629364
15,0.9198662042617798,2.0988824796869574
16,0.9432845115661621,2.175631986280142
17,0.9678052663803101,2.2506410160918353
18,0.9886120557785034,2.323719482319444
19,1.0094112157821655,2.3947215596834814
20,1.0312447547912598,2.463540153784547
21,1.0518558025360107,2.5301017565197568
22,1.070349931716919,2.5943617131278938
23,1.087210774421692,2.6562999110776677
24,1.1047015190124512,2.7159168889761025
25,1.1192272901535034,2.7732303544961217
26,1.1338597536087036,2.8282720935705354
27,1.1494534015655518,2.881085248373577
28,1.1627652645111084,2.9317219385490034
29,1.1742074489593506,2.980241198424045
30,1.1848570108413696,3.026707202290396
31,1.2031697034835815,3.0711877499954197
32,1.21318781375885,3.1137529858642408
33,1.2287410497665405,3.154474325195593
34,1.2390683889389038,3.1934235641009265
35,1.2502295970916748,3.2306721501739006
36,1.2656961679458618,3.266290593296004
37,1.2794796228408813,3.3003479977336427
38,1.2918509244918823,3.3329116985095992
39,1.3071873188018799,3.364046986798284
40,1.3249989748001099,3.3938169107722667
41,1.340126633644104,3.422282139899096
42,1.3534516096115112,3.4495008821416997
43,1.3718204498291016,3.4755288448477764
44,1.3861124515533447,3.5004192313230242
45,1.3982884883880615,3.5242227661725183
46,1.4118435382843018,3.5469877434690913
47,1.4282562732696533,3.5687600926737963
48,1.4444271326065063,3.589583457999029
49,1.4580621719360352,3.6094992875777505
50,1.47087562084198,3.6285469293907364
51,1.4834041595458984,3.646763731416043
52,1.4974567890167236,3.6641851439087803
53,1.509352684020996,3.680844822102273
54,1.5182783603668213,3.696774727950695
55,1.5251516103744507,3.7120052298147157
56,1.5330719947814941,3.7265651992313895
57,1.5389212369918823,3.7404821041127505
58,1.5426969528198242,3.7537820978890815
59,1.5488241910934448,3.766490104256793
60,1.5557434558868408,3.7786298973110335
61,1.5591472387313843,3.790224176942819
62,1.564021348953247,3.8012946394625358
63,1.5681583881378174,3.811862043478609
64,1.5724289417266846,3.821946271114155
65,1.5757867097854614,3.8315663846874632
66,1.580249547958374,3.840740679015768
