,robot_yaw,desire_yaw
0,1.57206392288208,0.12822887250830733
1,1.5771856307983398,0.20356326595048257
2,1.5893278121948242,0.27609731650927566
3,1.5996191501617432,0.34591687858915526
4,1.6055877208709717,0.41310062996418895
5,1.614249587059021,0.47772098788592726
6,1.6086218357086182,0.5398449117309665
7,1.603760838508606,0.5995346079741687
8,1.6096848249435425,0.6568481506801962
9,1.608492374420166,0.7118400285779916
10,1.6059905290603638,0.7645616280320069
11,1.611332654953003,0.8150616597800153
12,1.6019517183303833,0.8633865361138571
13,1.602399230003357,0.909580704191157
14,1.60048246383667,0.9536869403462938
15,1.5962027311325073,0.9957466095880093
16,1.5933167934417725,1.0357998939048414
17,1.5888546705245972,1.0738859925282307
18,1.5844769477844238,1.1100432969104184
19,1.582533597946167,1.1443095428466517
20,1.582396149635315,1.176721941897581
21,1.5816727876663208,1.207317294038757
22,1.5817981958389282,1.236132083272034
23,1.5812492370605469,1.2632025577719126
24,1.5817545652389526,1.288564796002959
25,1.5834521055221558,1.3122547601277526
26,1.5813242197036743,1.33430833792453
27,1.580539584159851,1.3547613743465077
28,1.5800799131393433,1.3736496937781193
29,1.5777626037597656,1.3910091139748215
30,1.5754412412643433,1.4068754526108886
31,1.5732247829437256,1.4212845273022296
32,1.5731967687606812,1.4342721499175395
33,1.572986364364624,1.4458741159401036
34,1.573059320449829,1.4561261895936293
35,1.5731831789016724,1.4650640853980443
36,1.5732495784759521,1.4727234467749584
37,1.5733568668365479,1.4791398222771976
38,1.5733819007873535,1.4843486399724015
39,1.5734091997146606,1.4883851804670927
40,1.5734002590179443,1.4912845490149498
41,1.5733736753463745,1.4930816471113226
42,1.573349952697754,1.493811143935463
43,1.5733250379562378,1.4935074479626549
44,1.5733036994934082,1.492204679030558
45,1.573288083076477,1.4899366411078077
46,1.5732381343841553,1.4867367959783506
47,1.573775291442871,1.4826382380223047
48,1.5732202529907227,1.477673670243387
49,1.573362112045288,1.4718753816642642
50,1.5733119249343872,1.4652752261845825
51,1.5762354135513306,1.457904602971987
52,1.573662281036377,1.4497944384341273
53,1.5722042322158813,1.4409751697994693
54,1.5722970962524414,1.431476730316655
55,1.5720188617706299,1.4213285360661032
56,1.5719482898712158,1.4105594743634762
57,1.5720993280410767,1.3991978937224343
58,1.572181224822998,1.3872715953336938
59,1.5722663402557373,1.3748078260086587
60,1.5726069211959839,1.3618332725287166
61,1.5728381872177124,1.3483740573355534
62,1.5728546380996704,1.3344557354934201
63,1.5728626251220703,1.3201032928510663
64,1.572832703590393,1.3053411453289216
65,1.5729045867919922,1.2901931392559305
66,1.5728752613067627,1.2746825526801284
